WINNER,WIN_BY,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,WEIGHT_CATEGORY,TITLE_BOUT,REFEREE,DATE,LOCATION,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_SIG_HEAD,R_SIG_HEAD_ATT,R_SIG_BODY,R_SIG_BODY_ATT,R_SIG_LEG,R_SIG_LEG_ATT,R_SIG_DIST,R_SIG_DIST_ATT,R_SIG_CLINCH,R_SIG_CLINCH_ATT,R_SIG_GROUND,R_SIG_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_SIG_HEAD,B_SIG_HEAD_ATT,B_SIG_BODY,B_SIG_BODY_ATT,B_SIG_LEG,B_SIG_LEG_ATT,B_SIG_DIST,B_SIG_DIST_ATT,B_SIG_CLINCH,B_SIG_CLINCH_ATT,B_SIG_GROUND,B_SIG_GROUND_ATT
Matt Lindland,Submission,3,2,193,493,Middleweight,False,Steve Mazzagatti,"April 16, 2005","Las Vegas, Nevada, USA",Matt Lindland,34.0,182.9,83.9,188.0,0,11,25,59,77,2,4,1,0,328,,,,,,,,,,,,,Travis Lutter,31.0,180.3,83.9,190.5,0,0,4,26,31,1,1,0,1,113,,,,,,,,,,,,
Georges St-Pierre,Decision - Unanimous,3,3,300,900,Welterweight,False,John McCarthy,"April 16, 2005","Las Vegas, Nevada, USA",Georges St-Pierre,23.0,180.3,83.9,193.0,0,64,94,117,148,5,5,4,1,583,,,,,,,,,,,,,Jason Miller,24.0,185.4,83.9,,0,16,41,28,53,1,6,0,1,99,,,,,,,,,,,,
Ivan Salaverry,Submission,3,1,162,162,Middleweight,False,Mario Yamasaki,"April 16, 2005","Las Vegas, Nevada, USA",Ivan Salaverry,34.0,182.9,83.9,,0,2,7,5,11,0,1,1,0,0,,,,,,,,,,,,,Joe Riggs,22.0,182.9,83.9,177.8,0,6,11,7,12,1,1,0,0,81,,,,,,,,,,,,
Joe Doerksen,Submission,3,3,155,755,Middleweight,False,Herb Dean,"April 16, 2005","Las Vegas, Nevada, USA",Joe Doerksen,27.0,182.9,83.9,190.5,0,9,24,35,55,4,6,4,1,327,,,,,,,,,,,,,Patrick Cote,25.0,180.3,77.1,190.5,2,37,54,49,66,0,0,0,1,281,,,,,,,,,,,,
Mike van Arsdale,Decision - Unanimous,3,3,300,900,Heavyweight,False,Steve Mazzagatti,"April 16, 2005","Las Vegas, Nevada, USA",Mike van Arsdale,39.0,188.0,93.0,,0,34,60,85,117,1,4,0,1,446,,,,,,,,,,,,,John Marsh,34.0,182.9,120.2,,1,18,35,40,58,1,1,1,0,161,,,,,,,,,,,,
Rich Franklin,KO/TKO,3,1,162,162,Light Heavyweight,False,John McCarthy,"April 09, 2005","Las Vegas, Nevada, USA",Rich Franklin,30.0,185.4,83.9,193.0,0,23,36,25,38,0,0,0,0,17,,,,,,,,,,,,,Ken Shamrock,41.0,185.4,93.0,182.9,0,0,4,0,4,1,1,2,0,25,,,,,,,,,,,,
Forrest Griffin,Decision - Unanimous,3,3,300,900,Light Heavyweight,True,Herb Dean,"April 09, 2005","Las Vegas, Nevada, USA",Forrest Griffin,26.0,190.5,93.0,195.6,0,88,184,96,192,2,9,1,0,154,,,,,,,,,,,,,Stephan Bonnar,28.0,193.0,93.0,200.7,0,57,150,64,157,0,0,0,0,19,,,,,,,,,,,,
Diego Sanchez,KO/TKO,3,1,169,169,Middleweight,True,Steve Mazzagatti,"April 09, 2005","Las Vegas, Nevada, USA",Diego Sanchez,23.0,177.8,77.1,182.9,0,14,21,14,21,1,2,0,0,92,,,,,,,,,,,,,Kenny Florian,28.0,177.8,65.8,188.0,0,2,4,5,7,0,0,0,0,0,,,,,,,,,,,,
Sam Hoger,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,John McCarthy,"April 09, 2005","Las Vegas, Nevada, USA",Sam Hoger,24.0,188.0,93.0,,1,22,119,71,171,0,1,0,0,159,,,,,,,,,,,,,Bobby Southworth,35.0,188.0,93.0,,0,21,84,81,151,1,2,0,0,81,,,,,,,,,,,,
Chris Leben,KO/TKO,3,1,95,95,Middleweight,False,Herb Dean,"April 09, 2005","Las Vegas, Nevada, USA",Chris Leben,24.0,180.3,83.9,185.4,0,27,40,34,47,1,1,0,0,86,,,,,,,,,,,,,Jason Thacker,29.0,177.8,83.9,,0,1,3,3,5,0,0,0,0,0,,,,,,,,,,,,
Josh Koscheck,KO/TKO,3,1,261,261,Middleweight,False,Steve Mazzagatti,"April 09, 2005","Las Vegas, Nevada, USA",Josh Koscheck,27.0,177.8,77.1,185.4,0,14,17,27,31,2,2,0,0,189,,,,,,,,,,,,,Chris Sanford,37.0,180.3,83.9,,0,1,2,3,4,0,0,1,0,0,,,,,,,,,,,,
Nate Quarry,KO/TKO,3,1,197,197,Middleweight,False,John McCarthy,"April 09, 2005","Las Vegas, Nevada, USA",Nate Quarry,33.0,182.9,83.9,182.9,0,36,82,36,82,0,0,0,0,0,,,,,,,,,,,,,Lodune Sincaid,31.0,175.3,83.9,,0,10,34,10,34,0,0,0,0,0,,,,,,,,,,,,
Mike Swick,KO/TKO,3,1,20,20,Middleweight,False,Herb Dean,"April 09, 2005","Las Vegas, Nevada, USA",Mike Swick,25.0,185.4,77.1,195.6,1,7,13,7,13,0,0,0,0,0,,,,,,,,,,,,,Alex Schoenauer,28.0,190.5,83.9,,0,1,4,1,4,0,0,0,0,0,,,,,,,,,,,,
Alex Karalexis,KO/TKO,3,1,100,100,Welterweight,False,Steve Mazzagatti,"April 09, 2005","Las Vegas, Nevada, USA",Alex Karalexis,27.0,172.7,70.3,167.6,0,6,12,12,19,0,0,0,0,63,,,,,,,,,,,,,Josh Rafferty,24.0,182.9,77.1,,0,1,3,2,4,0,1,1,0,0,,,,,,,,,,,,
Tito Ortiz,Decision - Split,3,3,300,900,Light Heavyweight,False,John McCarthy,"February 05, 2005","Las Vegas, Nevada, USA",Tito Ortiz,30.0,190.5,93.0,188.0,0,27,47,101,130,4,11,0,0,563,,,,,,,,,,,,,Vitor Belfort,27.0,182.9,83.9,188.0,0,19,38,44,65,0,0,1,1,186,,,,,,,,,,,,
Pete Sell,Submission,3,3,259,859,Middleweight,False,Mario Yamasaki,"February 05, 2005","Las Vegas, Nevada, USA",Pete Sell,22.0,180.3,77.1,190.5,0,16,49,90,136,1,4,1,1,262,,,,,,,,,,,,,Phil Baroni,28.0,175.3,77.1,182.9,0,17,40,73,102,4,6,0,0,376,,,,,,,,,,,,
Andrei Arlovski,Submission,5,1,47,47,Heavyweight,True,John McCarthy,"February 05, 2005","Las Vegas, Nevada, USA",Andrei Arlovski,26.0,190.5,108.9,195.6,1,5,10,5,10,0,0,2,0,8,,,,,,,,,,,,,Tim Sylvia,28.0,203.2,120.2,203.2,0,2,4,2,4,0,0,0,0,0,,,,,,,,,,,,
Evan Tanner,KO/TKO,5,1,275,275,Middleweight,True,Herb Dean,"February 05, 2005","Las Vegas, Nevada, USA",Evan Tanner,33.0,182.9,83.9,188.0,0,19,28,62,77,0,0,0,0,189,,,,,,,,,,,,,David Terrell,27.0,185.4,83.9,,0,4,9,4,11,2,2,1,0,21,,,,,,,,,,,,
Paul Buentello,KO/TKO,3,1,214,214,Heavyweight,False,Steve Mazzagatti,"February 05, 2005","Las Vegas, Nevada, USA",Paul Buentello,31.0,188.0,111.1,195.6,1,22,50,24,52,0,0,0,0,3,,,,,,,,,,,,,Justin Eilers,26.0,185.4,106.6,,0,7,28,15,37,0,0,0,0,78,,,,,,,,,,,,
Mike Kyle,KO/TKO,3,1,115,115,Heavyweight,False,Herb Dean,"February 05, 2005","Las Vegas, Nevada, USA",Mike Kyle,24.0,193.0,93.0,195.6,1,10,15,30,39,1,1,0,0,83,,,,,,,,,,,,,James Irvin,26.0,188.0,93.0,190.5,0,3,6,3,6,0,0,0,0,6,,,,,,,,,,,,
David Loiseau,KO/TKO,3,1,300,300,Middleweight,False,Steve Mazzagatti,"February 05, 2005","Las Vegas, Nevada, USA",David Loiseau,25.0,182.9,83.9,193.0,2,17,34,25,43,0,0,1,0,159,,,,,,,,,,,,,Gideon Ray,31.0,177.8,83.9,,0,11,23,12,24,1,1,0,0,35,,,,,,,,,,,,
Karo Parisyan,Decision - Unanimous,3,3,300,900,Welterweight,False,Mario Yamasaki,"February 05, 2005","Las Vegas, Nevada, USA",Karo Parisyan,22.0,177.8,77.1,182.9,0,29,66,81,124,7,9,2,0,773,,,,,,,,,,,,,Chris Lytle,30.0,180.3,77.1,172.7,0,7,16,58,67,0,0,2,2,33,,,,,,,,,,,,
Nick Diaz,KO/TKO,3,1,280,280,Welterweight,False,John McCarthy,"February 05, 2005","Las Vegas, Nevada, USA",Nick Diaz,21.0,185.4,83.9,193.0,0,13,28,136,153,0,1,1,0,146,,,,,,,,,,,,,Drew Fickett,25.0,177.8,70.3,177.8,0,3,8,4,13,0,0,2,0,101,,,,,,,,,,,,
Tito Ortiz,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,John McCarthy,"October 22, 2004","Atlantic City, New Jersey, USA",Tito Ortiz,29.0,190.5,93.0,188.0,0,45,75,166,202,2,3,0,0,761,,,,,,,,,,,,,Patrick Cote,24.0,180.3,77.1,190.5,0,11,27,26,42,0,1,0,0,0,,,,,,,,,,,,
Rich Franklin,Submission,3,3,268,868,Middleweight,False,Mario Yamasaki,"October 22, 2004","Atlantic City, New Jersey, USA",Rich Franklin,30.0,185.4,83.9,193.0,1,41,73,84,116,3,3,1,0,575,,,,,,,,,,,,,Jorge Rivera,32.0,185.4,83.9,185.4,0,22,41,60,81,0,1,0,0,50,,,,,,,,,,,,
Matt Hughes,Submission,5,1,299,299,Welterweight,True,John McCarthy,"October 22, 2004","Atlantic City, New Jersey, USA",Matt Hughes,31.0,175.3,77.1,185.4,0,4,14,8,21,2,7,2,0,140,,,,,,,,,,,,,Georges St-Pierre,23.0,180.3,83.9,193.0,0,6,17,12,24,1,1,0,0,17,,,,,,,,,,,,
Frank Trigg,KO/TKO,3,2,131,431,Welterweight,False,Herb Dean,"October 22, 2004","Atlantic City, New Jersey, USA",Frank Trigg,32.0,175.3,77.1,180.3,0,33,59,65,93,1,1,0,0,301,,,,,,,,,,,,,Renato Verissimo,31.0,185.4,77.1,,0,4,21,10,27,0,8,2,0,53,,,,,,,,,,,,
Evan Tanner,Submission,3,1,142,142,Middleweight,False,John McCarthy,"October 22, 2004","Atlantic City, New Jersey, USA",Evan Tanner,33.0,182.9,83.9,188.0,0,6,17,6,17,0,0,1,0,0,,,,,,,,,,,,,Robbie Lawler,22.0,180.3,77.1,188.0,0,3,14,4,15,1,1,0,0,33,,,,,,,,,,,,
Ivan Salaverry,Submission,3,1,96,96,Middleweight,False,Herb Dean,"October 22, 2004","Atlantic City, New Jersey, USA",Ivan Salaverry,33.0,182.9,83.9,,1,9,15,20,29,0,2,1,0,60,,,,,,,,,,,,,Tony Fryklund,33.0,182.9,83.9,,0,4,6,4,6,0,1,0,0,2,,,,,,,,,,,,
Travis Lutter,KO/TKO,3,2,33,333,Light Heavyweight,False,Mario Yamasaki,"October 22, 2004","Atlantic City, New Jersey, USA",Travis Lutter,31.0,180.3,83.9,190.5,1,1,11,1,11,0,1,0,0,2,,,,,,,,,,,,,Marvin Eastman,33.0,175.3,83.9,185.4,0,10,45,11,46,0,0,0,0,0,,,,,,,,,,,,
Randy Couture,KO/TKO,5,3,300,900,Light Heavyweight,True,John McCarthy,"August 21, 2004","Las Vegas, Nevada, USA",Randy Couture,41.0,185.4,93.0,190.5,0,50,71,131,154,2,4,0,0,846,,,,,,,,,,,,,Vitor Belfort,27.0,182.9,83.9,188.0,0,3,6,10,13,0,0,2,0,1,,,,,,,,,,,,
Joe Riggs,KO/TKO,3,2,219,519,Middleweight,False,Steve Mazzagatti,"August 21, 2004","Las Vegas, Nevada, USA",Joe Riggs,21.0,182.9,83.9,177.8,0,29,55,44,71,2,3,0,1,364,,,,,,,,,,,,,Joe Doerksen,26.0,182.9,83.9,190.5,0,6,7,22,24,2,7,0,1,44,,,,,,,,,,,,
Chuck Liddell,KO/TKO,3,1,245,245,Light Heavyweight,False,Mario Yamasaki,"August 21, 2004","Las Vegas, Nevada, USA",Chuck Liddell,34.0,188.0,93.0,193.0,2,31,68,51,88,1,1,0,0,91,,,,,,,,,,,,,Vernon White,32.0,182.9,93.0,,0,13,37,13,37,0,1,0,0,0,,,,,,,,,,,,
David Terrell,KO/TKO,3,1,24,24,Middleweight,False,Herb Dean,"August 21, 2004","Las Vegas, Nevada, USA",David Terrell,26.0,185.4,83.9,,1,5,7,5,7,0,0,0,0,8,,,,,,,,,,,,,Matt Lindland,34.0,182.9,83.9,188.0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
Justin Eilers,KO/TKO,3,1,74,74,Heavyweight,False,John McCarthy,"August 21, 2004","Las Vegas, Nevada, USA",Justin Eilers,26.0,185.4,106.6,,1,4,9,5,10,0,1,0,0,1,,,,,,,,,,,,,Mike Kyle,24.0,193.0,93.0,195.6,0,7,16,7,16,0,0,0,0,0,,,,,,,,,,,,
Chris Lytle,Submission,3,2,77,377,Welterweight,False,Herb Dean,"August 21, 2004","Las Vegas, Nevada, USA",Chris Lytle,30.0,180.3,77.1,172.7,1,12,25,38,59,0,1,2,1,260,,,,,,,,,,,,,Ronald Jhun,33.0,180.3,77.1,,0,8,16,20,29,1,1,0,0,23,,,,,,,,,,,,
Karo Parisyan,Decision - Split,3,3,300,900,Welterweight,False,Mario Yamasaki,"August 21, 2004","Las Vegas, Nevada, USA",Karo Parisyan,21.0,177.8,77.1,182.9,0,27,79,48,104,9,15,0,0,414,,,,,,,,,,,,,Nick Diaz,21.0,185.4,83.9,193.0,0,37,102,121,189,1,2,2,1,78,,,,,,,,,,,,
Yves Edwards,KO/TKO,3,1,272,272,Lightweight,False,Steve Mazzagatti,"August 21, 2004","Las Vegas, Nevada, USA",Yves Edwards,27.0,175.3,70.3,185.4,1,16,21,24,30,0,1,0,0,40,,,,,,,,,,,,,Josh Thomson,25.0,177.8,70.3,180.3,0,13,22,33,43,2,3,0,0,97,,,,,,,,,,,,
Ken Shamrock,KO/TKO,3,1,86,86,Heavyweight,False,John McCarthy,"June 19, 2004","Las Vegas, Nevada, USA",Ken Shamrock,40.0,185.4,93.0,182.9,1,12,15,14,17,0,0,0,0,9,,,,,,,,,,,,,Kimo Leopoldo,36.0,190.5,106.6,,0,4,5,4,6,0,0,0,0,6,,,,,,,,,,,,
Frank Trigg,KO/TKO,3,1,255,255,Welterweight,False,Mario Yamasaki,"June 19, 2004","Las Vegas, Nevada, USA",Frank Trigg,32.0,175.3,77.1,180.3,0,20,41,34,56,0,0,0,0,200,,,,,,,,,,,,,Dennis Hallman,28.0,175.3,70.3,182.9,0,1,6,14,19,0,1,2,0,0,,,,,,,,,,,,
Frank Mir,Submission,5,1,50,50,Heavyweight,True,Herb Dean,"June 19, 2004","Las Vegas, Nevada, USA",Frank Mir,25.0,190.5,119.7,200.7,0,3,3,3,3,0,0,1,0,0,,,,,,,,,,,,,Tim Sylvia,28.0,203.2,120.2,203.2,0,2,5,2,5,1,1,0,0,29,,,,,,,,,,,,
Matt Hughes,Decision - Unanimous,3,3,300,900,Welterweight,False,Steve Mazzagatti,"June 19, 2004","Las Vegas, Nevada, USA",Matt Hughes,30.0,175.3,77.1,185.4,0,11,23,17,31,3,6,1,1,809,,,,,,,,,,,,,Renato Verissimo,30.0,185.4,77.1,,0,7,13,87,95,0,0,4,1,12,,,,,,,,,,,,
Evan Tanner,Decision - Unanimous,3,3,300,900,Middleweight,False,John McCarthy,"June 19, 2004","Las Vegas, Nevada, USA",Evan Tanner,33.0,182.9,83.9,188.0,0,73,102,118,148,5,12,0,0,365,,,,,,,,,,,,,Phil Baroni,28.0,175.3,77.1,182.9,0,23,67,60,104,0,1,0,0,3,,,,,,,,,,,,
Matt Serra,Decision - Unanimous,3,3,300,900,Lightweight,False,Mario Yamasaki,"June 19, 2004","Las Vegas, Nevada, USA",Matt Serra,30.0,167.6,77.1,172.7,0,14,40,67,108,6,7,0,0,798,,,,,,,,,,,,,Ivan Menjivar,22.0,167.6,65.8,162.6,0,8,16,59,68,0,2,2,0,7,,,,,,,,,,,,
Georges St-Pierre,KO/TKO,3,1,102,102,Welterweight,False,Steve Mazzagatti,"June 19, 2004","Las Vegas, Nevada, USA",Georges St-Pierre,23.0,180.3,83.9,193.0,2,24,33,37,46,0,1,0,0,21,,,,,,,,,,,,,Jay Hieron,27.0,182.9,77.1,190.5,0,5,9,5,9,0,3,0,0,6,,,,,,,,,,,,
Trevor Prangley,Submission,3,2,65,365,Middleweight,False,Herb Dean,"June 19, 2004","Las Vegas, Nevada, USA",Trevor Prangley,31.0,185.4,83.9,190.5,0,12,18,45,57,2,4,2,0,309,,,,,,,,,,,,,Curtis Stout,30.0,185.4,83.9,,0,5,7,23,27,0,0,0,0,4,,,,,,,,,,,,
Chuck Liddell,KO/TKO,3,2,38,338,Light Heavyweight,False,John McCarthy,"April 02, 2004","Las Vegas, Nevada, USA",Chuck Liddell,34.0,188.0,93.0,193.0,1,23,65,23,65,0,0,0,0,1,,,,,,,,,,,,,Tito Ortiz,29.0,190.5,93.0,188.0,0,13,32,13,32,0,2,0,0,0,,,,,,,,,,,,
Chris Lytle,Submission,3,2,115,415,Welterweight,False,Mario Yamasaki,"April 02, 2004","Las Vegas, Nevada, USA",Chris Lytle,29.0,180.3,77.1,172.7,0,34,80,50,96,2,3,1,0,49,,,,,,,,,,,,,Tiki Ghosn,27.0,177.8,77.1,,0,27,49,32,54,0,0,0,0,27,,,,,,,,,,,,
Yves Edwards,Decision - Split,3,3,300,900,Lightweight,False,Herb Dean,"April 02, 2004","Las Vegas, Nevada, USA",Yves Edwards,27.0,175.3,70.3,185.4,0,21,43,66,92,0,0,1,1,291,,,,,,,,,,,,,Hermes Franca,29.0,167.6,70.3,180.3,0,8,44,63,104,4,10,2,1,227,,,,,,,,,,,,
Andrei Arlovski,KO/TKO,3,2,75,375,Heavyweight,False,Mario Yamasaki,"April 02, 2004","Las Vegas, Nevada, USA",Andrei Arlovski,25.0,190.5,108.9,195.6,1,51,83,51,83,0,0,0,0,6,,,,,,,,,,,,,Wesley Correira,25.0,190.5,117.9,,0,4,29,4,29,0,0,0,0,0,,,,,,,,,,,,
Nick Diaz,KO/TKO,3,2,91,391,Welterweight,False,Steve Mazzagatti,"April 02, 2004","Las Vegas, Nevada, USA",Nick Diaz,20.0,185.4,83.9,193.0,1,22,75,29,83,0,1,0,0,49,,,,,,,,,,,,,Robbie Lawler,22.0,180.3,77.1,188.0,0,16,64,18,66,0,0,0,0,0,,,,,,,,,,,,
Mike Kyle,KO/TKO,3,1,299,299,Heavyweight,False,John McCarthy,"April 02, 2004","Las Vegas, Nevada, USA",Mike Kyle,24.0,193.0,93.0,195.6,1,13,15,48,55,0,1,1,0,240,,,,,,,,,,,,,Wes Sims,24.0,208.3,117.9,,0,0,2,6,8,0,1,3,0,12,,,,,,,,,,,,
Jonathan Wiezorek,KO/TKO,3,1,280,280,Heavyweight,False,Herb Dean,"April 02, 2004","Las Vegas, Nevada, USA",Jonathan Wiezorek,26.0,190.5,113.4,,0,10,10,37,37,1,4,0,0,111,,,,,,,,,,,,,Wade Shipp,29.0,190.5,111.1,,0,20,23,42,48,0,0,0,0,44,,,,,,,,,,,,
Genki Sudo,Submission,3,1,211,211,Lightweight,False,Steve Mazzagatti,"April 02, 2004","Las Vegas, Nevada, USA",Genki Sudo,26.0,175.3,70.3,,0,6,8,10,12,1,1,4,0,12,,,,,,,,,,,,,Mike Brown,28.0,167.6,65.8,177.8,0,13,15,36,41,1,2,0,0,179,,,,,,,,,,,,
Vitor Belfort,KO/TKO,5,1,49,49,Light Heavyweight,True,John McCarthy,"January 31, 2004","Las Vegas, Nevada, USA",Vitor Belfort,26.0,182.9,83.9,188.0,0,1,1,1,1,0,0,0,0,27,,,,,,,,,,,,,Randy Couture,40.0,185.4,93.0,190.5,0,1,2,1,2,0,0,0,0,0,,,,,,,,,,,,
Renato Verissimo,Decision - Unanimous,3,3,300,900,Welterweight,False,Larry Landless,"January 31, 2004","Las Vegas, Nevada, USA",Renato Verissimo,30.0,185.4,77.1,,0,22,36,124,151,3,4,1,1,567,,,,,,,,,,,,,Carlos Newton,27.0,175.3,77.1,,0,4,9,19,25,2,5,0,0,211,,,,,,,,,,,,
BJ Penn,Submission,5,1,279,279,Welterweight,True,Mario Yamasaki,"January 31, 2004","Las Vegas, Nevada, USA",BJ Penn,25.0,175.3,70.3,177.8,0,17,23,33,39,0,0,1,0,250,,,,,,,,,,,,,Matt Hughes,30.0,175.3,77.1,185.4,0,4,8,10,14,0,1,0,0,0,,,,,,,,,,,,
Frank Mir,KO/TKO,3,2,261,561,Heavyweight,False,John McCarthy,"January 31, 2004","Las Vegas, Nevada, USA",Frank Mir,24.0,190.5,119.7,200.7,1,28,44,68,90,4,7,2,0,456,,,,,,,,,,,,,Wes Sims,24.0,208.3,117.9,,0,18,25,83,99,0,0,0,0,39,,,,,,,,,,,,
Lee Murray,Submission,3,1,105,105,Middleweight,False,Mario Yamasaki,"January 31, 2004","Las Vegas, Nevada, USA",Lee Murray,26.0,190.5,83.9,,0,0,1,2,4,0,0,2,0,0,,,,,,,,,,,,,Jorge Rivera,31.0,185.4,83.9,185.4,0,2,4,6,12,1,2,0,0,87,,,,,,,,,,,,
Georges St-Pierre,Decision - Unanimous,3,3,300,900,Welterweight,False,Steve Mazzagatti,"January 31, 2004","Las Vegas, Nevada, USA",Georges St-Pierre,22.0,180.3,83.9,193.0,0,46,80,138,177,6,8,0,2,727,,,,,,,,,,,,,Karo Parisyan,21.0,177.8,77.1,182.9,0,1,7,23,33,0,2,4,2,19,,,,,,,,,,,,
Josh Thomson,Decision - Majority,3,3,300,900,Lightweight,False,Larry Landless,"January 31, 2004","Las Vegas, Nevada, USA",Josh Thomson,25.0,177.8,70.3,180.3,0,40,68,82,112,2,3,0,0,245,,,,,,,,,,,,,Hermes Franca,29.0,167.6,70.3,180.3,1,22,46,60,87,2,3,1,0,319,,,,,,,,,,,,
Matt Serra,Decision - Unanimous,3,3,300,900,Lightweight,False,Steve Mazzagatti,"January 31, 2004","Las Vegas, Nevada, USA",Matt Serra,29.0,167.6,77.1,172.7,0,45,80,118,159,6,10,0,1,790,,,,,,,,,,,,,Jeff Curran,26.0,167.6,61.2,175.3,0,9,15,19,25,0,2,1,2,20,,,,,,,,,,,,
Matt Hughes,Submission,5,1,234,234,Welterweight,True,John McCarthy,"November 21, 2003","Uncasville, Connecticut, USA",Matt Hughes,30.0,175.3,77.1,185.4,0,0,0,0,0,1,1,2,1,103,,,,,,,,,,,,,Frank Trigg,31.0,175.3,77.1,180.3,0,0,3,1,4,1,1,1,1,119,,,,,,,,,,,,
Matt Lindland,KO/TKO,3,3,263,863,Middleweight,False,Larry Landless,"November 21, 2003","Uncasville, Connecticut, USA",Matt Lindland,33.0,182.9,83.9,188.0,0,35,62,93,121,1,3,1,1,497,,,,,,,,,,,,,Falaniko Vitale,29.0,177.8,83.9,,0,3,18,10,27,0,1,0,0,199,,,,,,,,,,,,
Wesley Correira,KO/TKO,3,1,134,134,Heavyweight,False,John McCarthy,"November 21, 2003","Uncasville, Connecticut, USA",Wesley Correira,25.0,190.5,117.9,,1,13,24,19,30,0,0,0,0,7,,,,,,,,,,,,,David Abbott,0.0,182.9,120.2,,0,11,26,17,33,0,0,0,0,84,,,,,,,,,,,,
Evan Tanner,KO/TKO,3,1,282,282,Middleweight,False,Larry Landless,"November 21, 2003","Uncasville, Connecticut, USA",Evan Tanner,32.0,182.9,83.9,188.0,0,28,34,40,46,1,4,0,0,147,,,,,,,,,,,,,Phil Baroni,27.0,175.3,77.1,182.9,2,17,32,29,45,0,0,0,0,14,,,,,,,,,,,,
Robbie Lawler,Decision - Unanimous,3,3,300,900,Welterweight,False,John McCarthy,"November 21, 2003","Uncasville, Connecticut, USA",Robbie Lawler,21.0,180.3,77.1,188.0,1,30,72,51,93,3,4,0,1,291,,,,,,,,,,,,,Chris Lytle,29.0,180.3,77.1,172.7,0,37,97,64,125,1,1,1,0,24,,,,,,,,,,,,
Pedro Rizzo,Decision - Unanimous,3,3,300,900,Heavyweight,False,Larry Landless,"November 21, 2003","Uncasville, Connecticut, USA",Pedro Rizzo,29.0,185.4,109.3,,0,30,93,45,110,0,0,0,0,352,,,,,,,,,,,,,Ricco Rodriguez,26.0,193.0,120.2,,0,15,33,27,47,0,12,0,0,0,,,,,,,,,,,,
Keith Rockel,Submission,3,1,209,209,Middleweight,False,John McCarthy,"November 21, 2003","Uncasville, Connecticut, USA",Keith Rockel,0.0,182.9,83.9,,0,5,5,17,19,1,2,1,0,184,,,,,,,,,,,,,Chris Liguori,0.0,175.3,83.9,,0,1,3,12,14,0,0,0,0,8,,,,,,,,,,,,
Yves Edwards,KO/TKO,3,2,134,434,Lightweight,False,Larry Landless,"November 21, 2003","Uncasville, Connecticut, USA",Yves Edwards,27.0,175.3,70.3,185.4,1,33,57,39,63,0,0,0,0,11,,,,,,,,,,,,,Nick Agallar,24.0,172.7,70.3,,0,5,43,10,48,0,2,0,0,67,,,,,,,,,,,,
Randy Couture,Decision - Unanimous,5,5,300,1500,Light Heavyweight,True,John McCarthy,"September 26, 2003","Las Vegas, Nevada, USA",Randy Couture,40.0,185.4,93.0,190.5,0,88,136,194,244,8,12,0,0,1273,,,,,,,,,,,,,Tito Ortiz,28.0,190.5,93.0,188.0,0,16,30,34,48,2,6,0,0,129,,,,,,,,,,,,
Andrei Arlovski,KO/TKO,3,1,119,119,Heavyweight,False,Larry Landless,"September 26, 2003","Las Vegas, Nevada, USA",Andrei Arlovski,24.0,190.5,108.9,195.6,2,9,20,26,39,0,0,0,0,35,,,,,,,,,,,,,Vladimir Matyushenko,32.0,182.9,93.0,188.0,0,5,17,5,17,0,6,0,0,3,,,,,,,,,,,,
Tim Sylvia,KO/TKO,5,1,114,114,Heavyweight,True,John McCarthy,"September 26, 2003","Las Vegas, Nevada, USA",Tim Sylvia,27.0,203.2,120.2,203.2,1,10,34,10,34,0,0,0,0,4,,,,,,,,,,,,,Gan McGee,26.0,208.3,120.2,,0,7,25,7,25,0,0,0,0,0,,,,,,,,,,,,
Jorge Rivera,Decision - Unanimous,3,3,300,900,Middleweight,False,Larry Landless,"September 26, 2003","Las Vegas, Nevada, USA",Jorge Rivera,31.0,185.4,83.9,185.4,1,80,136,154,210,0,0,0,0,328,,,,,,,,,,,,,David Loiseau,23.0,182.9,83.9,193.0,0,35,78,49,92,0,3,0,0,29,,,,,,,,,,,,
Rich Franklin,KO/TKO,3,1,215,215,Light Heavyweight,False,Sean Brockmole,"September 26, 2003","Las Vegas, Nevada, USA",Rich Franklin,28.0,185.4,83.9,193.0,1,37,46,44,53,0,0,0,0,119,,,,,,,,,,,,,Edwin DeWees,21.0,185.4,83.9,,0,4,6,13,15,1,1,1,0,34,,,,,,,,,,,,
Karo Parisyan,Submission,3,1,232,232,Welterweight,False,Steve Mazzagatti,"September 26, 2003","Las Vegas, Nevada, USA",Karo Parisyan,21.0,177.8,77.1,182.9,0,13,22,19,28,3,4,1,0,163,,,,,,,,,,,,,Dave Strasser,34.0,177.8,77.1,,0,2,11,11,20,0,1,0,0,14,,,,,,,,,,,,
