WINNER,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,TITLE_BOUT,DECISION_MAJORITY,DECISION_SPLIT,DECISION_UNANIMOUS,KO/TKO,SUBMISSION,BANTAMWEIGHT,CATCH WEIGHT,FEATHERWEIGHT,FLYWEIGHT,HEAVYWEIGHT,LIGHT HEAVYWEIGHT,LIGHTWEIGHT,MIDDLEWEIGHT,WELTERWEIGHT,WOMEN'S BANTAMWEIGHT,WOMEN'S FEATHERWEIGHT,WOMEN'S FLYWEIGHT,WOMEN'S STRAWWEIGHT,REFEREE,DATE,LOCATION,R_ODDS,B_ODDS,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_STYLE,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_HEAD,R_HEAD_ATT,R_BODY,R_BODY_ATT,R_LEG,R_LEG_ATT,R_DISTANCE,R_DISTANCE_ATT,R_CLINCH,R_CLINCH_ATT,R_GROUND,R_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_STYLE,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_HEAD,B_HEAD_ATT,B_BODY,B_BODY_ATT,B_LEG,B_LEG_ATT,B_DISTANCE,B_DISTANCE_ATT,B_CLINCH,B_CLINCH_ATT,B_GROUND,B_GROUND_ATT
Yushin Okami,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"August 01, 2010","San Diego, California, USA",2.85,1.5,Mark Munoz,32.0,182.9,83.9,180.3,0,1,16,44,19,48,1,15,0,0,88,13,41,2,2,1,1,13,35,3,6,0,3,Yushin Okami,29.0,188.0,77.1,190.5,4,1,22,83,101,162,1,1,0,0,302,16,77,6,6,0,0,18,75,1,2,3,6
Jake Ellenberger,3,3,141,741,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"August 01, 2010","San Diego, California, USA",2.81,1.51,John Howard,27.0,170.2,77.1,182.9,4,0,17,34,42,60,0,1,1,0,10,9,26,5,5,3,3,7,19,9,12,1,3,Jake Ellenberger,25.0,175.3,77.1,180.3,4,0,38,67,92,138,5,7,0,0,544,22,48,16,19,0,0,8,20,15,19,15,28
Takanori Gomi,3,1,64,64,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Herzog,"August 01, 2010","San Diego, California, USA",1.31,3.9,Tyson Griffin,26.0,167.6,65.8,172.7,0,0,3,14,3,14,0,0,0,0,0,2,13,0,0,1,1,3,14,0,0,0,0,Takanori Gomi,31.0,170.2,70.3,177.8,0,1,5,15,5,15,0,0,0,0,4,3,12,2,3,0,0,3,13,0,0,2,2
Jacob Volkmann,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"August 01, 2010","San Diego, California, USA",1.95,1.87,Paul Kelly,25.0,175.3,70.3,177.8,0,0,24,61,45,85,0,0,2,2,234,19,54,2,3,3,4,6,32,3,5,15,24,Jacob Volkmann,29.0,175.3,70.3,180.3,1,0,32,79,61,111,6,7,2,1,472,25,70,2,2,5,7,7,29,1,1,24,49
Matthew Riddle,3,2,269,569,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jason Herzog,"August 01, 2010","San Diego, California, USA",2.8,1.45,DaMarques Johnson,28.0,185.4,77.1,190.5,4,0,9,27,17,37,0,2,0,0,47,5,23,2,2,2,2,3,18,3,3,3,6,Matthew Riddle,24.0,185.4,77.1,193.0,0,0,42,83,75,127,3,4,0,0,403,37,78,5,5,0,0,5,10,4,4,33,69
Igor Pokrajac,3,1,149,149,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 01, 2010","San Diego, California, USA",1.62,2.4,James Irvin,31.0,188.0,93.0,190.5,4,0,11,22,14,25,0,1,0,1,66,11,22,0,0,0,0,1,4,0,2,10,16,Igor Pokrajac,31.0,182.9,93.0,188.0,4,0,18,27,21,30,2,3,1,0,62,18,27,0,0,0,0,10,17,2,2,6,8
Brian Stann,3,3,190,790,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"August 01, 2010","San Diego, California, USA",2.8,1.45,Brian Stann,29.0,185.4,93.0,188.0,0,0,43,72,119,152,0,0,2,0,318,26,54,14,15,3,3,3,20,9,13,31,39,Mike Massenzio,27.0,188.0,83.9,185.4,4,0,5,11,26,33,5,9,2,0,358,3,9,1,1,1,1,1,7,1,1,3,3
Charles Oliveira,3,1,41,41,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"August 01, 2010","San Diego, California, USA",3.0,1.42,Darren Elkins,26.0,177.8,65.8,180.3,0,0,0,4,0,4,1,1,0,0,27,0,4,0,0,0,0,0,4,0,0,0,0,Charles Oliveira,20.0,177.8,70.3,188.0,1,0,3,4,3,4,0,0,2,0,0,2,3,0,0,1,1,1,1,0,0,2,3
Rob Kimmons,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jason Herzog,"August 01, 2010","San Diego, California, USA",1.51,2.68,Rob Kimmons,29.0,177.8,83.9,185.4,1,0,38,65,126,167,4,8,2,0,409,20,39,15,23,3,3,6,22,21,30,11,13,Steve Steinbeiss,29.0,190.5,83.9,190.5,0,0,85,129,148,193,0,1,0,0,303,16,48,60,71,9,10,20,51,65,78,0,0
Brock Lesnar,5,2,139,439,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"July 03, 2010","Las Vegas, Nevada, USA",1.69,2.35,Brock Lesnar,32.0,190.5,120.2,205.7,0,0,8,15,28,37,1,4,1,0,154,2,9,5,5,1,1,0,7,3,3,5,5,Shane Carwin,35.0,188.0,120.2,203.2,0,1,40,85,61,112,0,0,0,0,163,39,84,1,1,0,0,3,14,6,14,31,57
Chris Leben,3,3,280,880,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"July 03, 2010","Las Vegas, Nevada, USA",2.77,1.52,Chris Leben,29.0,180.3,83.9,185.4,0,0,46,105,162,231,0,0,4,0,23,31,78,3,6,12,21,37,91,4,8,5,6,Yoshihiro Akiyama,34.0,177.8,77.1,190.5,0,0,27,68,62,111,5,5,1,0,513,24,63,1,2,2,3,21,55,1,4,5,9
Chris Lytle,3,2,122,422,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Steve Mazzagatti,"July 03, 2010","Las Vegas, Nevada, USA",1.56,2.68,Chris Lytle,35.0,180.3,77.1,172.7,1,0,19,49,40,72,0,1,4,0,146,12,39,7,10,0,0,13,40,6,9,0,0,Matt Brown,29.0,182.9,77.1,190.5,0,1,25,42,29,46,1,2,1,0,101,14,26,8,11,3,5,18,33,7,8,0,1
Stephan Bonnar,3,2,188,488,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"July 03, 2010","Las Vegas, Nevada, USA",1.53,2.75,Krzysztof Soszynski,32.0,185.4,93.0,195.6,0,0,32,90,33,91,0,2,0,0,70,27,82,0,0,5,8,20,50,12,40,0,0,Stephan Bonnar,33.0,193.0,93.0,200.7,4,1,48,112,82,151,2,4,0,0,197,39,97,5,8,4,7,15,50,22,46,11,16
George Sotiropoulos,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"July 03, 2010","Las Vegas, Nevada, USA",1.63,2.48,George Sotiropoulos,32.0,177.8,70.3,180.3,1,1,48,162,82,199,1,2,0,0,287,46,152,1,9,1,1,32,141,3,6,13,15,Kurt Pellegrino,31.0,172.7,70.3,177.8,4,1,39,108,68,141,3,3,0,0,192,33,98,3,4,3,6,27,87,8,11,4,10
Brendan Schaub,3,1,67,67,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"July 03, 2010","Las Vegas, Nevada, USA",1.33,3.75,Brendan Schaub,27.0,193.0,111.1,198.1,0,1,10,12,15,17,0,0,0,0,7,10,12,0,0,0,0,2,4,2,2,6,6,Chris Tuchscherer,34.0,188.0,117.0,193.0,4,0,1,5,1,5,0,0,0,0,0,0,4,0,0,1,1,1,5,0,0,0,0
Ricardo Romero,3,2,185,485,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Mazzagatti,"July 03, 2010","Las Vegas, Nevada, USA",2.5,1.59,Seth Petruzelli,30.0,182.9,93.0,193.0,1,1,30,62,42,76,0,1,2,0,71,26,57,3,3,1,2,12,33,7,10,11,19,Ricardo Romero,32.0,182.9,93.0,193.0,1,0,19,30,24,36,1,7,2,1,239,13,24,6,6,0,0,6,14,0,1,13,15
Kendall Grove,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"July 03, 2010","Las Vegas, Nevada, USA",2.3,1.71,Kendall Grove,27.0,198.1,83.9,200.7,1,0,28,89,83,146,1,1,1,0,27,17,75,8,10,3,4,9,62,15,19,4,8,Goran Reljic,26.0,190.5,93.0,205.7,4,0,14,56,27,73,3,5,1,1,404,2,37,6,9,6,10,9,42,3,5,2,9
Gerald Harris,3,3,155,755,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"July 03, 2010","Las Vegas, Nevada, USA",1.4,3.1,Gerald Harris,30.0,180.3,83.9,195.6,4,0,10,37,11,39,5,5,0,0,288,10,37,0,0,0,0,5,28,2,3,3,6,David Branch,28.0,185.4,83.9,198.1,4,0,20,39,40,60,0,2,0,0,88,10,28,6,6,4,5,8,27,12,12,0,0
Daniel Roberts,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Steve Mazzagatti,"July 03, 2010","Las Vegas, Nevada, USA",2.7,1.5,Forrest Petz,34.0,175.3,77.1,180.3,4,0,21,69,47,97,1,1,0,0,56,6,50,3,7,12,12,17,59,3,9,1,1,Daniel Roberts,29.0,177.8,77.1,188.0,1,0,5,44,45,93,6,9,2,0,433,4,42,1,2,0,0,2,39,1,1,2,4
Jon Madsen,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"July 03, 2010","Las Vegas, Nevada, USA",2.25,1.69,Jon Madsen,30.0,182.9,108.9,182.9,4,0,37,53,118,140,3,4,0,0,589,14,27,5,6,18,20,4,15,26,30,7,8,Karlos Vemola,24.0,182.9,83.9,190.5,1,0,16,42,21,47,0,3,1,0,11,2,25,10,13,4,4,4,27,12,15,0,0
Court McGee,3,2,221,521,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Steve Mazzagatti,"June 19, 2010","Las Vegas, Nevada, USA",1.45,2.8,Court McGee,25.0,180.3,77.1,190.5,5,0,22,59,47,84,5,7,1,0,324,16,51,4,6,2,2,9,37,6,13,7,9,Kris McCray,28.0,182.9,77.1,193.0,4,0,19,66,49,96,0,0,0,0,0,11,53,7,11,1,2,10,50,9,16,0,0
Matt Hamill,3,3,300,900,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"June 19, 2010","Las Vegas, Nevada, USA",2.4,1.67,Keith Jardine,34.0,188.0,83.9,193.0,0,0,65,227,66,228,0,0,0,0,0,45,200,4,7,16,20,62,221,3,6,0,0,Matt Hamill,33.0,185.4,93.0,193.0,0,0,77,199,90,214,2,9,0,0,91,67,185,1,2,9,12,64,179,13,20,0,0
Chris Leben,3,2,257,557,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"June 19, 2010","Las Vegas, Nevada, USA",3.8,1.32,Chris Leben,29.0,180.3,83.9,185.4,0,0,42,92,66,118,0,0,0,0,44,31,74,2,5,9,13,21,62,17,26,4,4,Aaron Simpson,35.0,182.9,77.1,185.4,0,0,43,78,56,94,2,10,1,0,224,28,59,9,13,6,6,19,50,20,22,4,6
Dennis Siver,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kim Winslow,"June 19, 2010","Las Vegas, Nevada, USA",1.53,2.65,Spencer Fisher,34.0,170.2,70.3,172.7,0,0,52,142,52,142,0,0,0,0,0,21,97,12,19,19,26,51,140,1,2,0,0,Dennis Siver,31.0,167.6,65.8,177.8,0,0,77,256,77,256,0,0,0,0,1,31,189,15,31,31,36,76,254,1,2,0,0
Brad Tavares,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"June 19, 2010","Las Vegas, Nevada, USA",1.45,2.8,Brad Tavares,22.0,185.4,83.9,188.0,0,0,18,34,54,74,3,6,0,1,693,13,29,4,4,1,1,6,16,1,3,11,15,Seth Baczynski,28.0,190.5,77.1,190.5,0,0,22,44,46,71,0,2,3,0,106,16,32,3,7,3,5,6,18,7,13,9,13
Travis Browne,3,1,272,272,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kim Winslow,"June 19, 2010","Las Vegas, Nevada, USA",2.65,1.53,James McSweeney,29.0,193.0,104.3,195.6,0,0,6,11,7,12,0,0,0,0,0,2,4,1,3,3,4,6,11,0,0,0,0,Travis Browne,27.0,198.1,115.7,200.7,0,1,19,44,28,55,0,0,1,0,141,18,40,1,3,0,1,3,17,0,0,16,27
Rich Franklin,3,1,295,295,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"June 12, 2010","Vancouver, British Columbia, Canada",1.84,2.09,Chuck Liddell,40.0,188.0,93.0,193.0,0,0,17,41,19,44,1,1,0,0,29,12,35,2,2,3,4,14,36,2,4,1,1,Rich Franklin,35.0,185.4,83.9,193.0,0,1,24,52,27,55,0,0,0,0,5,14,40,4,5,6,7,20,46,2,4,2,2
Mirko Filipovic,3,3,270,870,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"June 12, 2010","Vancouver, British Columbia, Canada",2.63,1.58,Mirko Filipovic,35.0,188.0,104.3,185.4,4,1,42,100,113,174,0,1,2,0,267,26,80,10,13,6,7,26,81,12,15,4,4,Pat Barry,30.0,180.3,106.6,188.0,4,2,25,66,26,67,0,0,0,0,4,11,45,0,1,14,20,24,65,1,1,0,0
Martin Kampmann,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"June 12, 2010","Vancouver, British Columbia, Canada",1.46,2.98,Paulo Thiago,29.0,180.3,77.1,188.0,4,0,13,40,17,46,1,9,1,1,93,8,34,2,3,3,3,9,33,2,5,2,2,Martin Kampmann,28.0,182.9,77.1,182.9,1,0,24,59,47,83,1,3,3,0,419,19,47,3,5,2,7,14,44,5,6,5,9
Ben Rothwell,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"June 12, 2010","Vancouver, British Columbia, Canada",2.7,1.54,Ben Rothwell,28.0,193.0,120.2,198.1,0,0,44,72,120,167,5,7,2,0,736,32,58,12,14,0,0,3,8,6,10,35,54,Gilbert Yvel,33.0,188.0,102.1,195.6,4,0,33,61,69,102,0,1,2,3,96,30,56,2,4,1,1,5,10,5,15,23,36
Carlos Condit,3,3,293,893,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kevin Dornan,"June 12, 2010","Vancouver, British Columbia, Canada",2.18,1.78,Carlos Condit,26.0,188.0,77.1,190.5,0,0,72,170,149,261,0,2,1,1,247,43,124,10,22,19,24,32,101,11,24,29,45,Rory MacDonald,20.0,182.9,77.1,193.0,0,0,29,70,40,82,3,8,0,1,228,22,60,4,7,3,3,20,53,7,11,2,6
Evan Dunham,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"June 12, 2010","Vancouver, British Columbia, Canada",1.56,2.68,Tyson Griffin,26.0,167.6,65.8,172.7,0,0,26,70,62,117,0,2,1,0,18,10,44,0,2,16,24,25,67,1,3,0,0,Evan Dunham,28.0,177.8,70.3,177.8,5,0,28,73,52,107,3,6,1,0,535,17,61,9,9,2,3,24,67,4,5,0,1
Matt Wiman,3,1,105,105,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"June 12, 2010","Vancouver, British Columbia, Canada",1.98,1.93,Mac Danzig,30.0,172.7,70.3,177.8,0,0,4,8,9,15,1,1,0,0,57,3,6,0,0,1,2,3,5,0,0,1,3,Matt Wiman,26.0,177.8,70.3,172.7,0,0,4,12,6,14,0,0,2,1,24,1,7,1,2,2,3,3,11,0,0,1,1
Mario Miranda,3,2,247,547,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tony Williamson,"June 12, 2010","Vancouver, British Columbia, Canada",3.05,1.41,David Loiseau,30.0,182.9,83.9,193.0,4,0,2,10,3,11,0,0,0,0,40,1,8,1,1,0,1,1,8,1,2,0,0,Mario Miranda,30.0,190.5,83.9,188.0,4,0,42,63,131,194,3,3,0,0,441,35,54,6,8,1,1,2,5,4,6,36,52
James Wilks,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kevin Dornan,"June 12, 2010","Vancouver, British Columbia, Canada",1.31,3.65,James Wilks,32.0,185.4,77.1,190.5,1,0,38,80,83,130,1,5,1,2,198,21,61,11,12,6,7,16,47,14,21,8,12,Peter Sobotta,23.0,182.9,77.1,190.5,4,0,15,57,46,93,1,6,2,1,487,8,44,4,10,3,3,7,39,7,16,1,2
Claude Patrick,3,2,108,408,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Tony Williamson,"June 12, 2010","Vancouver, British Columbia, Canada",3.15,1.39,Ricardo Funch,29.0,177.8,77.1,188.0,4,0,5,5,17,20,0,2,0,0,99,1,1,1,1,3,3,2,2,2,2,1,1,Claude Patrick,29.0,180.3,77.1,190.5,1,0,13,18,24,30,1,2,2,0,276,11,16,1,1,1,1,0,1,3,5,10,12
Mike Pyle,3,3,284,884,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kevin Dornan,"June 12, 2010","Vancouver, British Columbia, Canada",2.1,1.77,Mike Pyle,34.0,182.9,77.1,188.0,4,1,49,122,77,153,0,5,3,1,169,34,105,3,3,12,14,41,105,2,6,6,11,Jesse Lennox,28.0,175.3,77.1,182.9,4,0,37,120,45,130,1,1,0,0,136,14,79,10,25,13,16,32,105,2,6,3,9
Rashad Evans,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"May 29, 2010","Las Vegas, Nevada, USA",1.92,1.99,Quinton Jackson,31.0,185.4,93.0,185.4,0,1,17,47,27,58,0,1,0,0,56,7,35,9,11,1,1,2,18,11,24,4,5,Rashad Evans,30.0,182.9,93.0,190.5,4,0,29,52,61,91,3,12,0,0,462,21,42,1,2,7,8,7,22,12,15,10,15
Michael Bisping,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Steve Mazzagatti,"May 29, 2010","Las Vegas, Nevada, USA",1.51,2.8,Michael Bisping,31.0,185.4,83.9,190.5,0,0,76,225,77,226,0,0,0,0,0,75,224,0,0,1,1,75,224,1,1,0,0,Dan Miller,28.0,185.4,83.9,188.0,1,0,50,211,56,217,1,4,0,0,45,21,152,11,36,18,23,49,208,1,3,0,0
Mike Russow,3,3,155,755,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"May 29, 2010","Las Vegas, Nevada, USA",1.36,3.5,Todd Duffee,24.0,190.5,117.9,198.1,5,0,51,182,51,182,0,0,0,0,1,43,171,7,10,1,1,48,173,3,9,0,0,Mike Russow,33.0,185.4,115.7,185.4,4,1,14,44,15,45,0,9,0,0,3,14,44,0,0,0,0,14,44,0,0,0,0
Rogerio Nogueira,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"May 29, 2010","Las Vegas, Nevada, USA",5.35,1.2,Jason Brilz,34.0,180.3,93.0,180.3,4,0,18,50,41,80,3,13,3,2,297,16,42,2,3,0,5,7,30,5,13,6,7,Rogerio Nogueira,33.0,188.0,93.0,190.5,4,0,23,67,42,90,1,1,1,3,173,16,59,4,5,3,3,18,59,1,1,4,7
John Hathaway,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"May 29, 2010","Las Vegas, Nevada, USA",1.47,2.95,Diego Sanchez,28.0,177.8,77.1,182.9,4,0,24,90,25,92,1,8,0,0,125,22,87,0,1,2,2,24,90,0,0,0,0,John Hathaway,22.0,185.4,77.1,190.5,0,1,84,174,115,215,0,2,0,0,234,63,147,9,14,12,13,57,132,6,9,21,33
Dong Hyun Kim,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Steve Mazzagatti,"May 29, 2010","Las Vegas, Nevada, USA",2.0,1.91,Amir Sadollah,29.0,177.8,77.1,190.5,5,0,10,38,25,53,0,0,0,0,9,7,31,2,4,1,3,8,31,2,5,0,2,Dong Hyun Kim,28.0,188.0,77.1,193.0,4,0,30,40,45,58,6,8,0,0,743,26,36,0,0,4,4,5,8,4,4,21,28
Cyrille Diabate,3,1,133,133,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"May 29, 2010","Las Vegas, Nevada, USA",1.32,3.55,Luiz Cane,29.0,188.0,83.9,195.6,5,1,4,16,6,18,0,2,0,0,65,3,15,0,0,1,1,3,14,1,1,0,1,Cyrille Diabate,36.0,198.1,93.0,205.7,0,1,17,21,19,23,0,0,0,1,10,13,17,2,2,2,2,14,18,1,1,2,2
Ryan Jensen,3,1,66,66,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"May 29, 2010","Las Vegas, Nevada, USA",1.67,2.3,Jesse Forbes,25.0,188.0,83.9,190.5,4,1,3,9,3,9,1,1,1,0,35,3,8,0,1,0,0,2,6,0,0,1,3,Ryan Jensen,32.0,185.4,83.9,193.0,1,0,3,6,3,6,0,0,1,0,1,3,6,0,0,0,0,3,6,0,0,0,0
Mauricio Rua,5,1,215,215,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"May 08, 2010","Montreal, Quebec, Canada",1.53,2.75,Lyoto Machida,31.0,185.4,83.9,188.0,4,0,9,11,10,12,2,2,0,0,53,6,7,3,3,0,1,5,7,3,3,1,1,Mauricio Rua,28.0,185.4,93.0,193.0,0,1,17,28,24,35,0,1,0,0,34,11,20,1,1,5,7,7,18,4,4,6,6
Josh Koscheck,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"May 08, 2010","Montreal, Quebec, Canada",1.4,3.3,Josh Koscheck,32.0,177.8,77.1,185.4,4,0,19,29,83,93,4,6,1,0,722,11,21,7,7,1,1,2,10,0,0,17,19,Paul Daley,27.0,175.3,77.1,193.0,0,0,11,28,14,31,0,0,0,0,2,10,26,1,2,0,0,7,22,1,3,3,3
Jeremy Stephens,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"May 08, 2010","Montreal, Quebec, Canada",1.53,2.75,Sam Stout,26.0,175.3,70.3,177.8,0,1,70,181,76,187,0,1,1,0,48,40,147,13,16,17,18,59,166,4,8,7,7,Jeremy Stephens,23.0,175.3,65.8,180.3,0,1,55,119,64,128,3,5,0,0,72,41,103,7,8,7,8,47,110,5,6,3,3
