DATE,WINNER,TITLE_BOUT,BANTAMWEIGHT,CATCH WEIGHT,FEATHERWEIGHT,FLYWEIGHT,HEAVYWEIGHT,LIGHT HEAVYWEIGHT,LIGHTWEIGHT,MIDDLEWEIGHT,WELTERWEIGHT,WOMEN'S BANTAMWEIGHT,WOMEN'S FEATHERWEIGHT,WOMEN'S FLYWEIGHT,WOMEN'S STRAWWEIGHT,R_ODDS,B_ODDS,R_DEC_ODDS,B_DEC_ODDS,R_SUB_ODDS,B_SUB_ODDS,R_KO_ODDS,B_KO_ODDS,DECISION_MAJORITY,DECISION_SPLIT,DECISION_UNANIMOUS,KO/TKO,SUBMISSION,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_WIN_PCT,R_WIN_STREAK,R_LOSS_STREAK,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_HEAD,R_HEAD_ATT,R_BODY,R_BODY_ATT,R_LEG,R_LEG_ATT,R_DISTANCE,R_DISTANCE_ATT,R_CLINCH,R_CLINCH_ATT,R_GROUND,R_GROUND_ATT,R_DEBUT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_WIN_PCT,B_WIN_STREAK,B_LOSS_STREAK,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_HEAD,B_HEAD_ATT,B_BODY,B_BODY_ATT,B_LEG,B_LEG_ATT,B_DISTANCE,B_DISTANCE_ATT,B_CLINCH,B_CLINCH_ATT,B_GROUND,B_GROUND_ATT,B_DEBUT
"January 15, 2022",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.05,1.41,,,,,,,0,0,1,0,0,Calvin Kattar,33.0,180.3,65.8,182.9,0.6666666666666666,0,1,0.03288572211564812,5.072622636338723,11.937517127980268,5.574129898602356,12.47191011235955,0.02466429158673609,0.0822143052891203,0.0,0.0,1.1016716908742121,3.773636612770622,10.20279528637983,0.7234858865442587,1.077007399287476,0.5755001370238421,0.6577144423129624,4.612222526719649,11.148259797204712,0.0822143052891203,0.1644286105782406,0.3781858043299534,0.6248287201973143,0.0,Giga Chikadze,33.0,182.9,65.8,188.0,1.0,6,0,0.09734991887506761,4.299621416982153,9.118442401298,4.721471065440779,9.621416982152516,0.03244997295835587,0.08112493239588967,0.03244997295835587,0.016224986479177934,2.6122228231476474,2.51487290427258,6.733369388858843,1.0546241211465657,1.4277988101676582,0.730124391563007,0.9572742022714981,3.5532720389399675,7.93401838831801,0.03244997295835587,0.09734991887506761,0.7138994050838291,1.0870740941049215,0.0
"January 15, 2022",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.74,2.15,2.5,4.33,11.0,4.33,5.0,4.0,0,0,0,0,1,Jake Collier,33.0,190.5,104.3,198.1,0.2857142857142857,0,1,0.013780431786862656,5.8291226458429035,13.187873220027562,6.6972898484152505,14.180064308681672,0.02756086357372531,0.1240238860817639,0.02756086357372531,0.02756086357372531,6.835094166283877,3.6655948553054665,10.47312815801562,1.1299954065227378,1.5709692237023427,1.0335323840146993,1.1437758383096004,5.333027101515848,12.471290767110704,0.4271933853927423,0.6338998621956822,0.06890215893431328,0.08268259072117594,0.0,Chase Sherman,32.0,193.0,113.4,198.1,0.3,0,2,0.01776988005330964,6.237227898711683,13.718347401155041,6.850288760550866,14.331408262994223,0.0,0.0,0.0,0.0,2.3456241670368723,3.4295868502887603,10.217681030653042,1.2438916037316747,1.6703687250111061,1.563749444691248,1.8302976454908928,5.5619724566859166,12.79431363838294,0.49755664149266987,0.6752554420257663,0.1776988005330964,0.24877832074633494,0.0
"January 15, 2022",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.59,2.45,5.5,4.5,2.8,4.5,5.5,7.0,0,1,0,0,0,Brandon Royval,29.0,175.3,56.7,172.7,0.5,0,2,0.07736943907156672,3.4429400386847195,8.39458413926499,4.796905222437137,10.328820116054159,0.07736943907156672,0.07736943907156672,0.11605415860735009,0.03868471953578336,8.62669245647969,2.127659574468085,6.692456479690522,0.7350096711798839,1.0058027079303675,0.5802707930367504,0.6963249516441006,3.0174081237911023,7.852998065764023,0.19342359767891681,0.27079303675048355,0.23210831721470018,0.27079303675048355,0.0,Rogerio Bontorin,29.0,165.1,56.7,170.2,0.5,0,2,0.0,1.6644649933949802,3.4081902245706734,2.9326287978863936,4.834874504623514,0.10568031704095111,0.2906208718626156,0.10568031704095111,0.02642007926023778,14.663143989431967,1.083223249669749,2.7741083223249667,0.44914134742404227,0.47556142668428003,0.1321003963011889,0.15852047556142668,1.2681638044914134,2.9854689564068693,0.31704095112285335,0.3434610303830911,0.07926023778071334,0.07926023778071334,0.0
"January 15, 2022",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.56,2.55,1.83,3.6,13.0,3.6,9.0,10.0,0,0,1,0,0,Katlyn Chookagian,33.0,175.3,56.7,172.7,0.6666666666666666,2,0,0.006025306286402892,4.488853183370154,12.659168507732476,6.067483430407712,14.328178349066077,0.018075918859208676,0.10845551315525205,0.03012653143201446,0.0,4.512954408515766,2.7836915043181363,10.152641092588873,1.0002008435428802,1.6087567784695722,0.7049608355091384,0.8977706366740309,3.8742719421570597,11.863828077927295,0.27113878288813015,0.3856196023297851,0.34344245832496484,0.4097208274753967,0.0,Jennifer Maia,33.0,162.6,56.7,162.6,0.5,1,0,0.0,3.77,9.9,5.06,11.34,0.02,0.04,0.0,0.0,10.52,2.59,8.39,0.66,0.94,0.52,0.57,3.12,9.0,0.6,0.8,0.05,0.1,0.0
"January 15, 2022",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.91,1.91,2.5,3.25,9.0,3.25,6.0,11.0,0,0,1,0,0,Court McGee,37.0,180.3,77.1,190.5,0.5,1,0,0.0080229992645584,4.757638563883131,13.001270308216888,6.679146887744869,15.195560607073611,0.11232198970381761,0.4813799558735041,0.028080497425954403,0.0040114996322792,12.724476833589623,2.583405763187805,9.611553118940964,0.9707829110115666,1.9054623253326202,1.2034498896837602,1.4842548639433042,4.01551113191148,11.853981413385037,0.29685097278866085,0.5535869492545297,0.44527645918299125,0.5937019455773217,0.0,Ramiz Brahimaj,29.0,177.8,77.1,182.9,0.5,1,0,0.0,3.150684931506849,8.561643835616438,3.3561643835616435,8.835616438356164,0.136986301369863,0.136986301369863,0.0684931506849315,0.0,9.931506849315067,2.8082191780821915,7.808219178082191,0.2054794520547945,0.6164383561643835,0.136986301369863,0.136986301369863,3.150684931506849,8.561643835616438,0.0,0.0,0.0,0.0,0.0
"January 15, 2022",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.33,3.4,3.0,6.5,2.8,6.5,5.5,7.0,0,0,1,0,0,Brian Kelleher,35.0,167.6,61.2,167.6,0.5833333333333334,1,0,0.018999366687777075,3.6288790373654214,8.853704876504116,6.925269157694744,12.634578847371754,0.08549715009499684,0.2564914502849905,0.056998100063331225,0.018999366687777075,15.417986067131096,2.4034198860038,6.8492716909436355,0.512982900569981,1.1019632678910702,0.7124762507916402,0.902469917669411,2.830905636478784,7.808739708676377,0.24699176694110198,0.34198860037998735,0.5509816339455351,0.7029765674477517,0.0,Kevin Croom,34.0,180.3,70.3,185.4,0.0,0,1,0.0,1.0666666666666667,3.4,1.7333333333333334,4.466666666666667,0.06666666666666667,1.0666666666666667,0.0,0.06666666666666667,30.133333333333333,0.6666666666666666,2.933333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.9333333333333333,3.066666666666667,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0
"January 15, 2022",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.38,3.1,2.1,4.0,8.0,4.0,5.0,13.0,0,0,1,0,0,TJ Brown,31.0,175.3,65.8,182.9,0.3333333333333333,1,0,0.0,4.063848144952545,10.276100086281277,6.729939603106126,13.408110440034513,0.23295944779982744,0.4400345125107852,0.025884383088869714,0.0,14.262295081967213,2.71786022433132,8.17946505608283,0.9577221742881795,1.4754098360655739,0.3882657463330457,0.6212251941328731,3.209663503019845,9.266609145815359,0.4659188955996549,0.5694564279551337,0.3882657463330457,0.4400345125107852,0.0,Charles Rosa,35.0,175.3,65.8,175.3,0.45454545454545453,0,1,0.0,3.0508474576271185,8.363068688670829,4.502676181980375,10.089206066012489,0.12042818911685994,0.32114183764495985,0.06690454950936664,0.03345227475468332,8.838090990187332,1.772970561998216,6.382694023193577,0.4415700267618198,0.8630686886708296,0.8363068688670829,1.1173059768064229,2.723015165031222,7.787689562890276,0.10704727921498662,0.20740410347903657,0.2207850133809099,0.3679750223015165,0.0
"December 18, 2021",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2,1.71,7.5,6.0,34.0,6.0,2.4,2.25,0,0,0,1,0,Derrick Lewis,36.0,190.5,117.9,200.7,0.7,0,1,0.033873699491894504,2.453423663198645,4.955238325671425,2.676022259859666,5.206871521896927,0.024195499637067505,0.11613839825792402,0.0,0.014517299782240502,5.981127510283087,1.8824098717638518,4.151947737720784,0.4403580933946286,0.6290829905637552,0.13065569804016453,0.17420759738688604,1.0307282845390757,2.9228163561577545,0.4500362932494556,0.6677957899830631,0.9726590854101137,1.3646261795306072,0.0,Chris Daukaus,32.0,190.5,113.4,193.0,1.0,4,0,0.4438964241676942,9.025893958076448,16.94204685573366,9.617755856966706,17.53390875462392,0.0,0.0,0.0,0.0,9.321824907521577,7.990135635018495,15.684340320591861,0.5918618988902589,0.8138101109741059,0.4438964241676942,0.4438964241676942,5.992601726263872,12.429099876695437,0.7398273736128236,1.1097410604192355,2.293464858199753,3.4032059186189887,0.0
"December 18, 2021",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.43,2.9,1.91,4.5,34.0,4.5,4.33,11.0,0,0,1,0,0,Stephen Thompson,38.0,182.9,77.1,190.5,0.6428571428571429,0,1,0.044316782929831766,4.303652031185885,9.661058678703325,4.924086992203529,10.355354944604022,0.014772260976610588,0.029544521953221176,0.0,0.00492408699220353,2.491588018054986,3.003693065244153,7.848994665572426,0.9060320065654494,1.329503487894953,0.39392695937628236,0.4825605252359459,3.909725071809602,9.12433319655314,0.20188756668034472,0.27082478457119413,0.19203939269593764,0.2659006975789906,0.0,Belal Muhammad,33.0,180.3,77.1,182.9,0.7692307692307693,5,0,0.0,4.7029005913827095,10.988453956631936,6.983948183610251,13.905941988172348,0.12390875809631091,0.43931286961419325,0.011264432554210082,0.0,12.582371163052663,3.4976063080822306,9.315685722331738,0.6139115742044495,0.9912700647704873,0.5913827090960293,0.68149816952971,4.128414531117995,10.07603491974092,0.26471416502393696,0.43368065333708816,0.30977189524077725,0.4787383835539285,0.0
"December 18, 2021",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.36,3.3,2.05,6.0,7.0,6.0,3.75,10.0,0,1,0,0,0,Amanda Lemos,34.0,162.6,52.2,165.1,0.8,4,0,0.1297297297297297,6.324324324324324,9.924324324324324,7.232432432432432,10.897297297297296,0.1297297297297297,0.1297297297297297,0.03243243243243243,0.0,12.745945945945945,4.151351351351351,7.2972972972972965,1.4594594594594594,1.9135135135135133,0.7135135135135134,0.7135135135135134,4.021621621621621,6.94054054054054,1.2972972972972971,1.5567567567567566,1.0054054054054054,1.4270270270270269,0.0,Angela Hill,36.0,160.0,52.2,162.6,0.4117647058823529,0,1,0.008563476771569257,5.613359023763648,11.440804966816527,6.311282380646542,12.301434382359238,0.038535645472061654,0.10704345964461572,0.008563476771569257,0.0,6.088631984585741,3.4938985228002566,8.512095910939841,1.5371440804966816,2.2479126525369297,0.5823164204667095,0.6807964033397559,4.354527938342967,9.715264397345322,1.0490259045172339,1.4001284521515736,0.2098051809034468,0.32541211731963177,0.0
